overall,vote,reviewTime,reviewerID,asin,reviewText,summary,negative,neutral,positive,compound
3.0,9,2009-09-14,AAWUXA65NDMYM,B00000IWGQ,"i remembered this game from my childhood, so i suggested when a family member was wanting to buy a gift for my preschool-aged children.  i would suggest other games in its stead.  this game does help with teaching counting as you add cherries to your bucket or subtract them depending on the spin, but there are other games that do this without some of the negatives i see in this game.

first of all, i don't like that this game has exactly 40 cherries, 10 for each player.  as soon as one is lost, this is no longer a 4-person game, and given that this is a game for preschoolers and the cherries are tiny, losing one is almost a given.  i think an extra strip of 10 should be included.

this is one of those games that's like the bunny hop.  however, it's more random and a lot less particular.  you have 2 cherries, then 3, then 1, then 5, then 7, then 0 and begin again.  i'd prefer a game that was a bit less random jumping all over the place.  and, it's not only occasional to be wiped out completely.  there's a 1 in 7 chance each turn of losing them all, and an additional 2 in 7 chance of losing 2.  there's really no way to tell if the end of the game is in sight, which can be frustrating for young children and their parents.

finally, there is a lack of logic in this game that bugs me.  if the dog or bird eats some of the cherries in your bucket or you spill them, then they go back on the tree.  how does that make more cherries grow on the tree?  with the game setup, this was kind of unavoidable, but still....

the game is fine, but i almost never pull it down to play with my kids (5 of them ages 8 and under).  there are better ones out there, some of which we have, like pengoloo or the ladybug game.",hi-ho cherry-o is only ho-hum,0.096,0.85,0.054,-0.9413
3.0,5,2008-06-23,A3R01WHD75L6FG,B00000IWGQ,"let me say this game it perfect for teaching basic game rules and counting.

that said, this game is so tedious, it even bores ritualistic 3-7 year olds.

you put the cherries on the tree, you move them one by one into the bucket, and just when someone has almost picked all the cherries and the misery is almost over, you spin a dog, bird, or spilled bucket and start over again.

utter torture.",highly educational and highly tedious,0.12,0.835,0.045,-0.7351
2.0,,2013-12-31,A2V55F355DDVCG,B00000IZOR,"i know the cord is short to avoid choking or other damage to the little one, but in this case it really makes the toy unusable to ""talk"" on the phone you have to have the actually base dangling in mid air, quite awkward.",okay but cord is too short to actually use it,0.171,0.829,0.0,-0.7218
3.0,,2013-11-16,ACHG3OEASC1Q4,B00000IZOR,"my little boy loves to drag his phone around or have it pushed toward him to make the chatter noise.  however, i hate how short the blue cord is.  look at the pictures next to it.  even the models look awkward holding it up to their babies.  no babies are gonna have it at shoulder level to pick up the receiver.  it will be on the floor and when they pick it up the whole thing is going to come off the floor.  i don't know why some mention things lighting up in other review.  this thing is not electric at all.  no lights or batteries.  maybe they got a different version.",just ok,0.098,0.873,0.029,-0.7334
1.0,,2013-07-09,A11K16ST7YQKGT,B00000IZOR,"the makers of this toy never tested it with an actual toddler...it's evident. although i understand the safety reason for the short blue cord to the actual handheld receiver- a child doesn't. i bought this for my grandson and he has hit himself in the head over and over. i finally just threw it away. the base is very heavy, as soon as he picked up the receiver clonk! then the cries. i guess it was marketed to toddlerz with a ""z"" not an ""s"" ...not sure how old those lil' critters are or what they look like but my family hated this product.",not for toddlers!,0.075,0.875,0.05,-0.685
1.0,3,2016-01-15,A73XV157BTDBF,B00000IZW2,"i must have received someone else's game that had been sent back.  i agree with the negative comments regarding the fact that the pieces curl up and do not stick to the board.  very disappointed.  hardly worth sending back, since item's price was $9.99, and i'd have to pay shipping.  note in my pic that some of the pieces are curling, and a few were already separated from the sheet.  i did not do this.  it arrived that way!",pay attention to the negative reviews!!,0.106,0.842,0.053,-0.6613
3.0,,2012-03-31,A1K53QGOP7B8JL,B00000IZOR,my daughter will play with this but not long. she loves to pull the phone up to her face but the cord isn't long enough for her to pick it up without the whole phone coming up with it and she's only 9months old. also i'm not a big fan of the pull string because she's always getting it wrapped around her leg. all in all i think i'll cut the string off and it can be a toy phone instead of a pull along toy.,just okay,0.102,0.878,0.019,-0.8121
3.0,4,2010-10-23,AGD6MNJZAIRFN,B00000J00L,"well, i had high hopes but...first of all i found the mystery to be quite confusing. as the hostess i was supposed to be directing what happens next but it was all a messy jumble. what do we do now? who goes first? do we play the tape yet? what a mess! i found the mystery impossible to figure out, i couldn't keep track of what the heck had been revealed, by who. worst of all, make sure you don't play the tape after round three. you are supposed to play the tape after round 1 and 2. but then we accidentally played it after round 3 also and it revealed the murderer in the first five words, before we'd had a chance to debate it! major bummer, i felt so bad as the host. i'm sure some of this mess had a little something to do with trying to take care of a 4 month old during the party and also drinking two glasses of wine. but, still. very confusing!!!","disappointed, didn't live up to potential",0.191,0.655,0.155,-0.9097
3.0,,2011-09-02,A3SU48A49T9TKR,B00000IZOR,"its not the original chatter phone, but for 1/2 the price, it does the job.  very light plastic, most kids don't care, but i would expect it to last a lifetime.",not the original chatter phone...,0.165,0.835,0.0,-0.6507
2.0,,2012-11-14,A3FI5VLXVEKMO6,B00000IZW2,"i do daycare in my home and have for over 27 years and raised many children of my own.....they always loved colorforms but i was disappointed with the game's ""stickiness"" and the children tired of it much more quickly than i had expected.  would not recommend it for kids that are used to lots of video/electronic games....they would be bored.",colorforms silly faces game,0.196,0.767,0.036,-0.8971
3.0,,2010-05-27,A27PJQL7BFAUAA,B00000IZOR,"the cord that connects the receiver to the phone is ridiculously short!  really?  how can you play telephone when the phone is literally hanging from you ear?

stupid new design!  figures, somebody thought it was unsafe.. typical u.s. worrysome bothers.
not a problem when i grew up.",what happened to the telephone cord?,0.161,0.752,0.088,-0.5975
1.0,7,2010-01-18,A3I1UFBMQN1U16,B00000IZW2,"i purchased this game as a christmas gift for my 2 and 4 year olds. i was very disappointed when i opened the package. the adhesive pieces were curling off of the sheets. when i removed them and tried to stick them on the faces, they wouldn't stick! we didn't even get one use out of this game and it is basically going to be in the trash, unless there is any way the manufacturer will send us new adhesive sheets. sad to say it, but this game is not worth the money.",very disappointed....,0.072,0.906,0.022,-0.5555
1.0,2,2012-07-30,A9BA10Z0CM2WZ,B00000IZEM,"well i would love to write a legitimate review regarding my son's use / enjoyment of this toy but we weren't able to get past the assembly. we were terribly disappointed to discover that this requires so much assembly.  seriously, why can't the tires come attached?  we broke one of the knobs while trying to put this thing together, which involved a step that necessitated perfect balancing of the buggy on its side, which was very difficult.

grrr, i'm so annoyed!",are you kidding me with the assembly of this thing?,0.244,0.644,0.112,-0.9386
3.0,,2013-03-18,A1ANPNXBHL5UPO,B00000IZPL,"great for us beginners, but the instructions are lousy. look them up online to get the gist.
otherwise, interesting game - not for when you're tired!",okay,0.247,0.583,0.169,-0.5848
3.0,,2016-01-04,A2LWT9T68J9G7N,B00000IV3V,"nice quality loops but way too expensive. i can't love that, and i don't like it either.",nice quality loops,0.342,0.568,0.09,-0.7443
3.0,9,2014-10-01,A1YUWK0O71JG0W,B00000IUMW,"this is the third battery operated train we bought to decorate our wooden track sets. after returning the two before this one, i think this will stay but, i am not still that much satisfied for what i get compared to what i paid.

pros:

-easier to operate compared to the imaginarium express train<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/imaginarium-power-steam-engine-set/dp/b007u7h4j6/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">imaginarium power steam engine set</a>&nbsp;we bought before. both trains work on an aaa battery and the battery replacement is through the screw on the chimney. however, to reach the screw you need a thin and long screw driver for imaginarium whereas it is much more accsible for this model. besides, you do not need to allign the metal circuit bits that carefully with this model which is a pain for the other one.

-grasps the track well. that was the reason i returned our previous battery powered thomas&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/thomas-wooden-railway-battery-operated-thomas-the-tank-engine/dp/b009nffywm/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">thomas wooden railway - battery-operated thomas the tank engine</a>&nbsp;train which was not very much compatible with tracks other than thomas itself. the engine was unable to turn the curves and was getting off the track so frequently that it would not even complete one turn without the need for intervention. compared to that model, this grasps the track well and does not get out of the track even in the sharpest corners.

-small enough for thight spaces such as tunnels. bigger trains do not fit into fancy structures such as curved passage ways that are sold as accessories for some wooden track systems (we have an imaginarium express wooden track set&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/imaginarium-timber-log-train-set/dp/b009ix0bls/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">imaginarium timber log train set</a>&nbsp;which has curved elevations in narrow passages and bigger engines get stuck in those places)

cons:

-it is very simple with no attractive drawings on it. the imaginarium and thomas trains look way more appealing compared to this model.

-weak: it can climb elevations okay but at an extremely low speed. it almost feels like the battery is about to die very soon (even just after replacing it) aaa is the wrong choice for battery. it should have been an aa at least for proper and sustainable power thomas was a way stronger engine.

-you need many rechargable batteries since a single aaa does not even last an hour.

-price:.at $20 this is pricier than the previous models i had and i think it does not deserve more than $12-13.

in summary, this is not the perfect engine, but since it works i will keep it despite not being fond of it a lot...",it is okay but no more...,0.078,0.854,0.069,-0.7306
